gene,Species,labs,chrMark,chr,dN,dS,dNdS,RPKM,Tau,GC3
ENSG00000179583,Oran,Oran-A,A,16,16.3111,17.6541,0.9239270198,19.2,0.49344,0.731343
ENSG00000038532,Oran,Oran-A,A,16,7.62782,20.9719,0.3637162107,91.9,0.445777027,0.686907
ENSG00000153066,Oran,Oran-A,A,16,8.13794,16.6853,0.4877311166,113,0.448630137,0.591061
ENSG00000122299,Oran,Oran-A,A,16,1.03434,8.00879,0.1291505958,126,0.2918821839,0.349794
ENSG00000186260,Oran,Oran-A,A,16,3.42986,10.7942,0.3177502733,38.8,0.8842621664,0.519305
ENSG00000140694,Oran,Oran-A,A,16,1.18041,8.66617,0.1362089597,120,0.3772560976,0.443574
ENSG00000166783,Oran,Oran-A,A,16,9.25102,22.5201,0.4107894725,108,0.5238829787,0.477455
ENSG00000133392,Oran,Oran-A,A,16,11.5802,59.3306,0.1951809016,161,0.5947115385,0.761427
ENSG00000103222,Oran,Oran-A,A,16,8.98586,27.5699,0.3259300904,64,0.4049036281,0.794613
ENSG00000103489,Oran,Oran-A,A,16,1.04564,19.1379,0.0546371336,16.3,0.7567269076,0.77354
ENSG00000170540,Oran,Oran-A,A,16,1.00939,4.13499,0.2441094174,1100,0.4357908847,0.485294
ENSG00000170537,Oran,Oran-A,A,16,7.64048,19.3567,0.3947201744,4.8,0.938277332,0.631579
ENSG00000103534,Oran,Oran-A,A,16,10.5815,21.0598,0.5024501657,1.59,0.861547619,0.590096
ENSG00000006007,Oran,Oran-A,A,16,2.00661,5.13526,0.3907513933,242,0.5803606238,0.569277
ENSG00000103540,Oran,Oran-A,A,16,5.5985,10.808,0.5179959289,21.1,0.6603139013,0.318182
ENSG00000183549,Oran,Oran-A,A,16,11.9458,6.69153,1.7852120517,8.5,0.9898858848,0.648789
ENSG00000005189,Oran,Oran-A,A,16,8.54838,12.6476,0.6758894968,20.7,0.3775811209,0.470968
ENSG00000175311,Oran,Oran-A,A,16,1.97778,3.96463,0.4988561354,3.92,0.7612262658,0.547847
ENSG00000140740,Oran,Oran-A,A,16,5.88395,4.55824,1.2908381305,1460,0.6997560976,0.39207
ENSG00000103319,Oran,Oran-A,A,16,5.37789,13.1456,0.4091019048,90.9,0.6922800718,0.719008
ENSG00000058600,Oran,Oran-A,A,16,4.81736,9.31277,0.5172854049,149,0.3068475452,0.759887
ENSG00000140743,Oran,Oran-A,A,16,2.03526,7.24291,0.2810003162,47.4,0.701461039,0.625551
ENSG00000140749,Oran,Oran-A,A,16,2.14982,6.0833,0.3533970049,19,0.8140753642,0.483471
ENSG00000166828,Oran,Oran-A,A,16,3.0579,15.3098,0.1997348104,7.78,0.9577159091,0.701079
ENSG00000166847,Oran,Oran-A,A,16,1.0015,4.12507,0.2427837588,239,0.164556962,0.513661
ENSG00000090905,Oran,Oran-A,A,16,11.0783,18.0107,0.615095471,174,0.5129710145,0.427902
ENSG00000158865,Oran,Oran-A,A,16,5.05828,8.21384,0.6158240238,2.51,0.8509042849,0.743219
ENSG00000205629,Oran,Oran-A,A,16,2.0399,6.75732,0.3018800353,138,0.58364,0.541033
ENSG00000103375,Oran,Oran-A,A,16,3.82474,5.4824,0.6976397198,6.71,0.9974732934,0.742308
ENSG00000166123,Oran,Oran-A,A,16,1.02441,6.16091,0.1662757612,174,0.5101758794,0.784314
ENSG00000129636,Oran,Oran-A,A,16,5.04762,4.18339,1.2065860462,287,0.3885758197,0.398042
ENSG00000102921,Oran,Oran-A,A,16,4.14266,11.9108,0.3478070323,73.3,0.2073557387,0.4217
ENSG00000121281,Oran,Oran-A,A,16,7.65047,35.6856,0.2143853543,38.2,0.7149200457,0.827103
ENSG00000140807,Oran,Oran-A,A,16,4.05481,5.98626,0.6773528046,7.23,0.7632653061,0.79476
ENSG00000083799,Oran,Oran-A,A,16,6.79083,10.4883,0.6474671777,119,0.2237364621,0.392894
ENSG00000103449,Oran,Oran-A,A,16,6.50105,21.3052,0.305139121,41.9,0.7533767773,0.601747
ENSG00000103460,Oran,Oran-A,A,16,2.01719,4.11575,0.4901148029,31,0.7256487772,0.568807
ENSG00000177200,Oran,Oran-A,A,16,7.47011,26.4277,0.282662131,56.6,0.5438016529,0.316644
ENSG00000103494,Oran,Oran-A,A,16,9.85968,11.9455,0.8253886401,11.1,0.481489842,0.353543
ENSG00000087245,Oran,Oran-A,A,16,2.34977,12.2146,0.1923738804,130,0.8024260042,0.721429
ENSG00000103546,Oran,Oran-A,A,16,2.35455,10.5486,0.223209715,5.61,0.9413353036,0.776509
ENSG00000087263,Oran,Oran-A,A,16,5.17278,13.4095,0.3857548753,117,0.3952868852,0.519337
ENSG00000125124,Oran,Oran-A,A,16,50.8044,44.8314,1.1332325111,183,0.3545364892,0.456944
ENSG00000102900,Oran,Oran-A,A,16,22.7294,36.6916,0.6194714867,90,0.314958159,0.593902
ENSG00000051108,Oran,Oran-A,A,16,4.44183,4.26172,1.0422622791,659,0.8063459217,0.507653
ENSG00000140853,Oran,Oran-A,A,16,24.614,36.3376,0.6773699969,37.7,0.5224384564,0.721734
ENSG00000140848,Oran,Oran-A,A,16,2.89082,12.6958,0.2276989241,174,0.4583180987,0.757741
ENSG00000088682,Oran,Oran-A,A,16,3.00452,7.364,0.4080010864,720,0.756302521,0.665615
ENSG00000205336,Oran,Oran-A,A,16,15.665,15.3795,1.0185636724,222,0.8684843206,0.829942
ENSG00000182885,Oran,Oran-A,A,16,13.9882,17.2043,0.8130641758,12,0.9543170489,0.775862
ENSG00000159625,Oran,Oran-A,A,16,26.3672,55.1186,0.4783720922,1.35,0.6202270081,0.778195
ENSG00000140859,Oran,Oran-A,A,16,4.65389,16.1996,0.2872842539,203,0.5887172775,0.823077
ENSG00000103005,Oran,Oran-A,A,16,9.15047,11.241,0.8140263322,91.5,0.6532380952,0.697211
ENSG00000102996,Oran,Oran-A,A,16,1.06349,19.666,0.0540775959,92.8,0.7205447471,0.790977
ENSG00000103021,Oran,Oran-A,A,16,2.16921,7.26618,0.2985351313,33.2,0.5932613552,0.578595
ENSG00000103037,Oran,Oran-A,A,16,5.52829,4.3019,1.2850810107,274,0.3763603386,0.671875
ENSG00000125107,Oran,Oran-A,A,16,1.00531,9.37001,0.1072901736,213,0.21875,0.435844
ENSG00000172840,Oran,Oran-A,A,16,6.62554,6.86806,0.9646887185,60.8,0.4745783133,0.640271
ENSG00000102890,Oran,Oran-A,A,16,1.08129,11.8815,0.0910061861,59,0.8161417323,0.825485
ENSG00000135723,Oran,Oran-A,A,16,11.0204,15.7274,0.7007134046,62.6,0.4805865345,0.690579
ENSG00000135740,Oran,Oran-A,A,16,2.03036,11.4395,0.1774867783,11,0.8106115108,0.726764
ENSG00000176387,Oran,Oran-A,A,16,2.36871,11.8469,0.1999434451,17.1,0.9977023598,0.730909
ENSG00000039523,Oran,Oran-A,A,16,23.4935,23.3205,1.0074183658,388,0.4063559322,0.708861
ENSG00000102981,Oran,Oran-A,A,16,3.02185,2.99438,1.0091738524,53.1,0.8170869755,0.700288
ENSG00000124074,Oran,Oran-A,A,16,17.8036,18.4592,0.9644838346,113,0.6314180929,0.769461
ENSG00000141098,Oran,Oran-A,A,16,1.0003,6.07096,0.1647680103,239,0.5919822257,0.782383
ENSG00000141084,Oran,Oran-A,A,16,1.9315,15.2299,0.1268228944,104,0.4089768609,0.71129
ENSG00000102901,Oran,Oran-A,A,16,21.2416,17.0869,1.243151186,36.4,0.6201286765,0.604278
ENSG00000168286,Oran,Oran-A,A,16,1.01198,5.02703,0.2013077304,285,0.4901069519,0.749175
ENSG00000038358,Oran,Oran-A,A,16,1.05182,24.1951,0.0434724386,161,0.4983516484,0.670723
ENSG00000159792,Oran,Oran-A,A,16,1.00168,6.44662,0.1553806491,92.9,0.5967444717,0.72
ENSG00000141086,Oran,Oran-A,A,16,4.03018,5.15556,0.7817152744,11,0.7977209945,0.689394
ENSG00000072736,Oran,Oran-A,A,16,7.13396,8.06163,0.8849277379,63.8,0.428194165,0.322732
ENSG00000103067,Oran,Oran-A,A,16,5.02529,7.43198,0.6761710877,3.65,0.8082142857,0.693166
ENSG00000103066,Oran,Oran-A,A,16,10.2494,16.9941,0.6031151988,67.9,0.3513442277,0.756098
ENSG00000103064,Oran,Oran-A,A,16,3.64764,3.25767,1.1197082577,55.2,0.5484110169,0.658915
ENSG00000132600,Oran,Oran-A,A,16,5.57349,11.9186,0.4676295874,175,0.400503663,0.714906
ENSG00000039068,Oran,Oran-A,A,16,10.5014,25.1888,0.4169075145,0.318,0.7737161602,0.592258
ENSG00000168807,Oran,Oran-A,A,16,1.00567,3.15389,0.3188665426,34.3,0.2098651961,0.669145
ENSG00000213380,Oran,Oran-A,A,16,16.7118,23.0121,0.7262179462,153,0.5474388379,0.712121
ENSG00000157315,Oran,Oran-A,A,16,3.03881,3.13389,0.9696607092,11.1,0.9459104478,0.539419
ENSG00000132604,Oran,Oran-A,A,16,4.29987,3.96335,1.0849079693,103,0.4910455487,0.580851
ENSG00000198373,Oran,Oran-A,A,16,4.09708,11.4835,0.3567797274,277,0.4386785714,0.697619
ENSG00000140836,Oran,Oran-A,A,16,9.1645,55.8907,0.1639718236,17.2,0.4774223035,0.655501
ENSG00000102967,Oran,Oran-A,A,16,7.1507,10.6851,0.6692216264,140,0.97387,0.648101
ENSG00000182149,Oran,Oran-A,A,16,14.4832,12.4563,1.1627208722,464,0.0737463127,0.438356
ENSG00000102984,Oran,Oran-A,A,16,1.10096,3.43387,0.3206178452,102,0.5055203046,0.630728
ENSG00000166747,Oran,Oran-A,A,16,14.4303,15.5375,0.9287401448,186,0.4625239006,0.424058
ENSG00000040199,Oran,Oran-A,A,16,9.73526,14.9782,0.6499619447,24.3,0.5541262136,0.532625
ENSG00000198650,Oran,Oran-A,A,16,4.02429,4.65579,0.864362439,0.272,0.9999534028,0.573626
ENSG00000103043,Oran,Oran-A,A,16,1.01414,10.1407,0.1000069029,102,0.4285507246,0.796675
ENSG00000132613,Oran,Oran-A,A,16,4.64714,25.6593,0.1811093833,474,0.4913321168,0.823834
ENSG00000189091,Oran,Oran-A,A,16,1.01894,14.2966,0.0712714911,232,0.3727791878,0.540517
ENSG00000103051,Oran,Oran-A,A,16,3.00519,12.2026,0.2462745644,329,0.4298994975,0.681934
ENSG00000157353,Oran,Oran-A,A,16,4.44276,22.6577,0.1960816853,102,0.5908783784,0.752145
ENSG00000157350,Oran,Oran-A,A,16,1.00208,3.23591,0.3096748673,108,0.6260115607,0.848138
ENSG00000090863,Oran,Oran-A,A,16,2.3998,18.5299,0.1295096034,455,0.2992599445,0.571563
ENSG00000168411,Oran,Oran-A,A,16,6.24544,7.92659,0.7879100597,27.8,0.2510416667,0.503916
ENSG00000103089,Oran,Oran-A,A,16,2.29361,2.38467,0.961814423,44.8,0.7309027778,0.80212
ENSG00000103091,Oran,Oran-A,A,16,1.05401,20.1467,0.0523167566,158,0.2834567901,0.614984
ENSG00000166816,Oran,Oran-A,A,16,2.27109,14.8986,0.1524364705,352,0.5719833564,0.792339
ENSG00000205084,Oran,Oran-A,A,16,3.13103,10.7804,0.2904372751,12.7,0.6980680507,0.728435
ENSG00000065457,Oran,Oran-A,A,16,3.06547,4.24825,0.7215841817,42,0.4370243531,0.532803
ENSG00000166451,Oran,Oran-A,A,16,2.04839,5.93915,0.3448961552,6.32,0.5177631579,0.408824
ENSG00000166454,Oran,Oran-A,A,16,4.35558,13.8244,0.3150646683,133,0.3126740947,0.438202
ENSG00000135697,Oran,Oran-A,A,16,10.1976,14.0672,0.7249203822,3.45,0.8811363636,0.621572
ENSG00000197943,Oran,Oran-A,A,16,3.40194,26.8312,0.1267904529,17.3,0.8973231511,0.696501
ENSG00000184860,Oran,Oran-A,A,16,3.01803,2.36571,1.27573963,7.84,0.8731818182,0.545685
ENSG00000140945,Oran,Oran-A,A,16,1.00658,10.6077,0.0948914468,270,0.8396715328,0.569787
ENSG00000103160,Oran,Oran-A,A,16,2.01165,5.18225,0.3881808095,80.2,0.5741626794,0.528701
ENSG00000154099,Oran,Oran-A,A,16,17.2377,10.6781,1.6143040429,0.527,0.9423127036,0.566108
ENSG00000064270,Oran,Oran-A,A,16,6.43124,21.6582,0.2969424975,1.45,0.9710189076,0.70279
ENSG00000140950,Oran,Oran-A,A,16,5.61329,7.43271,0.7552144507,32.5,0.584496124,0.713656
ENSG00000135686,Oran,Oran-A,A,16,2.00372,15.5096,0.1291922422,121,0.5501641138,0.866883
ENSG00000153786,Oran,Oran-A,A,16,1.00805,5.67324,0.1776850618,126,0.3339864865,0.642857
ENSG00000131143,Oran,Oran-A,A,16,2.34762,2.06581,1.1364162241,5180,0.6328638498,0.846154
ENSG00000140968,Oran,Oran-A,A,16,4.03941,6.6055,0.6115222163,36.1,0.7727429467,0.721311
ENSG00000103248,Oran,Oran-A,A,16,4.47671,3.43842,1.3019671826,75.9,0.2939927858,0.662069
ENSG00000103264,Oran,Oran-A,A,16,2.02602,13.5445,0.1495824874,341,0.5130136986,0.842105
ENSG00000158545,Oran,Oran-A,A,16,6.51625,19.3438,0.336865042,168,0.4576612903,0.657233
ENSG00000167508,Oran,Oran-A,A,16,11.0796,16.8963,0.6557411978,338,0.3297961631,0.795181
ENSG00000174177,Oran,Oran-A,A,16,9.30762,14.9663,0.6219052137,110,0.3942333603,0.763514
ENSG00000167513,Oran,Oran-A,A,16,12.7619,29.1578,0.4376839131,2.33,0.8583749433,0.784504
ENSG00000129993,Oran,Oran-A,A,16,4.352,24.3129,0.1789996257,22.8,0.7884615385,0.802048
ENSG00000176715,Oran,Oran-A,A,16,4.11005,12.4345,0.3305360087,125,0.459280303,0.768014
ENSG00000185324,Oran,Oran-A,A,16,1.02792,9.36688,0.1097398493,245,0.429950495,0.818942
ENSG00000075399,Oran,Oran-A,A,16,10.0922,30.3713,0.3322939749,97.3,0.5260385757,0.770227
ENSG00000158805,Oran,Oran-A,A,16,2.08409,15.6899,0.1328300372,123,0.3817090395,0.727778
ENSG00000187741,Oran,Oran-A,A,16,29.634,29.1938,1.0150785441,3.38,0.6290422886,0.628837
ENSG00000204991,Oran,Oran-A,A,16,20.6669,25.1692,0.8211186688,273,0.5341913271,0.783908
ENSG00000141013,Oran,Oran-A,A,16,2.02388,10.4065,0.1944822947,187,0.730190678,0.797071
ENSG00000183688,Oran,Oran-A,A,17,2.03674,2.61953,0.7775211584,41.7,0.7136635638,0.813793
ENSG00000167695,Oran,Oran-A,A,17,5.13623,6.58367,0.7801469393,72.5,0.5591990206,0.794737
ENSG00000171861,Oran,Oran-A,A,17,7.94823,7.70956,1.0309576681,167,0.328,0.605769
ENSG00000197879,Oran,Oran-A,A,17,4.01776,24.1117,0.1666311376,177,0.5722972973,0.775376
ENSG00000132376,Oran,Oran-A,A,17,4.71729,5.04388,0.9352502439,179,0.2107843137,0.726457
ENSG00000074660,Oran,Oran-A,A,17,18.9721,19.239,0.9861271376,79.4,0.5210658482,0.732852
ENSG00000167716,Oran,Oran-A,A,17,6.75509,30.845,0.2190011347,138,0.5870216306,0.832127
ENSG00000167711,Oran,Oran-A,A,17,6.56709,17.0314,0.3855872095,9.44,0.9428666908,0.788618
ENSG00000132386,Oran,Oran-A,A,17,8.12418,13.0263,0.6236751802,311,0.9667434047,0.75179
ENSG00000186532,Oran,Oran-A,A,17,22.7209,17.402,1.305648776,48.7,0.2434210526,0.553483
ENSG00000185924,Oran,Oran-A,A,17,2.04436,9.96135,0.2052292109,67.2,0.8204545455,0.904762
ENSG00000108963,Oran,Oran-A,A,17,4.19103,7.10379,0.5899709873,94.2,0.389862543,0.72912
ENSG00000167721,Oran,Oran-A,A,17,54.5017,54.9436,0.991957207,137,0.4445054945,0.460277
ENSG00000141258,Oran,Oran-A,A,17,10.9659,6.2524,1.7538705137,112,0.8586603518,0.771344
ENSG00000132361,Oran,Oran-A,A,17,18.913,58.8006,0.3216463778,232,0.3992509363,0.856813
ENSG00000132359,Oran,Oran-A,A,17,1.01567,10.7004,0.0949188815,131,0.7798791469,0.733516
ENSG00000108381,Oran,Oran-A,A,17,1.02317,4.07824,0.2508851858,36.7,0.8664549839,0.356688
ENSG00000083454,Oran,Oran-A,A,17,3.53452,9.13061,0.3871066665,21.7,0.8248082192,0.729904
ENSG00000108405,Oran,Oran-A,A,17,1.21942,10.2818,0.1185998561,17.7,0.8913510348,0.797753
ENSG00000132382,Oran,Oran-A,A,17,27.7887,35.9756,0.7724318705,83.8,0.5363636364,0.798791
ENSG00000029725,Oran,Oran-A,A,17,4.01886,8.76066,0.45873941,239,0.3797669492,0.422093
ENSG00000129197,Oran,Oran-A,A,17,4.05672,2.09817,1.9334562976,126,0.3465714286,0.590909
ENSG00000179314,Oran,Oran-A,A,17,3.06914,14.8668,0.2064425431,34.7,0.8864130435,0.766957
ENSG00000196544,Oran,Oran-A,A,17,3.04658,3.13587,0.9715262431,206,0.2299792531,0.790503
ENSG00000178971,Oran,Oran-A,A,17,19.5353,23.2385,0.8406437593,134,0.3677897574,0.618302
ENSG00000133026,Oran,Oran-A,A,17,2.0242,37.6855,0.0537129665,404,0.6292717087,0.567351
ENSG00000166596,Oran,Oran-A,A,17,5.73896,10.7787,0.5324352658,2.78,0.8579508197,0.552764
ENSG00000141052,Oran,Oran-A,A,17,9.17567,14.9587,0.6134002286,1.65,0.9681663276,0.559063
ENSG00000006740,Oran,Oran-A,A,17,4.43599,8.27223,0.5362508054,40.1,0.7396206373,0.661644
ENSG00000006695,Oran,Oran-A,A,17,2.87712,4.96575,0.579392841,76.4,0.6922468354,0.698182
ENSG00000125409,Oran,Oran-A,A,17,5.02175,9.01411,0.5570988151,1.23,0.7896880734,0.569388
ENSG00000011295,Oran,Oran-A,A,17,4.71108,6.08607,0.7740758815,178,0.4166146646,0.505587
ENSG00000108474,Oran,Oran-A,A,17,2.04219,2.56234,0.7970019591,30.4,0.3370901639,0.633466
ENSG00000187688,Oran,Oran-A,A,17,2.95338,13.7863,0.2142257168,65.9,0.5450571287,0.742706
ENSG00000205309,Oran,Oran-A,A,17,5.05101,7.56228,0.6679215792,39.6,0.7084580838,0.826291
ENSG00000133027,Oran,Oran-A,A,17,1.36528,10.3182,0.1323176523,255,0.9061875,0.812227
ENSG00000108557,Oran,Oran-A,A,17,9.74043,44.6942,0.2179349893,26.7,0.7371730769,0.76109
ENSG00000175662,Oran,Oran-A,A,17,1.04227,7.88141,0.1322441035,297,0.5429574275,0.622601
ENSG00000171962,Oran,Oran-A,A,17,8.19571,9.67448,0.8471473402,55.2,0.6742672414,0.778846
ENSG00000171953,Oran,Oran-A,A,17,1.01148,2.10477,0.4805655725,153,0.4447069943,0.727586
ENSG00000177731,Oran,Oran-A,A,17,51.7518,90.4495,0.5721623668,256,0.3338587642,0.797078
ENSG00000177302,Oran,Oran-A,A,17,27.9041,45.14,0.618167922,85.3,0.32125,0.614011
ENSG00000072134,Oran,Oran-A,A,17,5.06544,8.83773,0.5731607551,118,0.5973568282,0.691108
ENSG00000109016,Oran,Oran-A,A,17,13.9411,17.3465,0.8036837402,209,0.418716094,0.690987
ENSG00000076351,Oran,Oran-A,A,17,4.78921,10.5883,0.4523115137,70.2,0.2624143836,0.76087
ENSG00000109103,Oran,Oran-A,A,17,1.00924,3.17818,0.3175528132,153,0.2456896552,0.800948
ENSG00000087111,Oran,Oran-A,A,17,8.40348,16.5209,0.5086575187,171,0.3893527205,0.679035
ENSG00000007202,Oran,Oran-A,A,17,7.57556,29.2357,0.2591201853,229,0.1939655172,0.584787
ENSG00000160606,Oran,Oran-A,A,17,1.92738,3.31305,0.5817539729,28.1,0.8389625,0.762097
ENSG00000160602,Oran,Oran-A,A,17,17.145,24.6036,0.6968492416,28.8,0.8604015152,0.698551
ENSG00000132591,Oran,Oran-A,A,17,4.43432,8.49144,0.5222106027,191,0.3388204225,0.650685
ENSG00000167536,Oran,Oran-A,A,17,1.79522,9.17518,0.1956604666,54.7,0.7687346311,0.679894
ENSG00000109118,Oran,Oran-A,A,17,1.04156,6.8802,0.1513851342,116,0.23875,0.622886
ENSG00000196535,Oran,Oran-A,A,17,8.02724,28.8928,0.2778283863,334,0.3926772867,0.764907
ENSG00000108256,Oran,Oran-A,A,17,1.0496,6.18033,0.1698291192,88.1,0.4086174242,0.408633
ENSG00000160551,Oran,Oran-A,A,17,2.21639,9.69576,0.2285937358,48.2,0.3569254186,0.399781
ENSG00000141298,Oran,Oran-A,A,17,7.63905,16.659,0.4585539348,30.8,0.3693124368,0.507053
ENSG00000108578,Oran,Oran-A,A,17,1.00484,3.59751,0.2793154154,145,0.3275862069,0.561404
ENSG00000178691,Oran,Oran-A,A,17,1.98122,6.90057,0.2871096156,126,0.4901666667,0.407563
ENSG00000184060,Oran,Oran-A,A,17,2.16486,4.5062,0.4804180906,17.4,0.8351279528,0.638418
ENSG00000126858,Oran,Oran-A,A,17,1.00153,3.06066,0.3272268073,147,0.409059633,0.388728
ENSG00000108666,Oran,Oran-A,A,17,17.0707,11.6254,1.4683967863,73.9,0.454233871,0.392857
ENSG00000005156,Oran,Oran-A,A,17,8.14458,11.4673,0.7102439109,52.4,0.17938631,0.617443
ENSG00000129270,Oran,Oran-A,A,17,6.1199,11.8798,0.5151517702,7.97,0.8359283626,0.765835
ENSG00000172660,Oran,Oran-A,A,17,1.01676,3.47968,0.2921992827,857,0.3125516956,0.37613
ENSG00000141140,Oran,Oran-A,A,17,35.0123,36.5525,0.9578633472,133,0.354539801,0.667112
ENSG00000108272,Oran,Oran-A,A,17,1.00596,2.1898,0.4593844187,359,0.4944893617,0.754789
ENSG00000108270,Oran,Oran-A,A,17,5.24136,8.15341,0.6428426879,188,0.3186813187,0.513369
ENSG00000108264,Oran,Oran-A,A,17,1.0022,2.02968,0.4937724173,139,0.2040816327,0.481982
ENSG00000167447,Oran,Oran-A,A,17,8.36772,24.0618,0.3477595192,41.3,0.4826636423,0.426667
ENSG00000108375,Oran,Oran-A,A,17,8.67781,8.38329,1.0351317919,26.3,0.4373294604,0.634956
ENSG00000180891,Oran,Oran-A,A,17,1.06397,6.10624,0.1742430694,134,0.5085987261,0.755208
ENSG00000153944,Oran,Oran-A,A,17,3.85825,6.10731,0.6317429441,218,0.344664903,0.529915
ENSG00000121057,Oran,Oran-A,A,17,11.9486,15.7192,0.7601277419,246,0.6977067408,0.616972
ENSG00000153933,Oran,Oran-A,A,17,4.59436,16.0739,0.285827335,37.7,0.6273139313,0.553719
ENSG00000141179,Oran,Oran-A,A,17,7.68648,10.9553,0.701622046,182,0.9258448276,0.696078
ENSG00000166263,Oran,Oran-A,A,17,4.17982,5.21624,0.8013089889,11.8,0.5477317554,0.305054
ENSG00000008294,Oran,Oran-A,A,17,1.02084,11.4755,0.0889582153,199,0.370771757,0.381833
ENSG00000154945,Oran,Oran-A,A,17,1.00446,2.01311,0.4989593216,123,0.6591812865,0.497268
ENSG00000006283,Oran,Oran-A,A,17,10.6745,35.095,0.3041601368,2.45,0.7472775689,0.795175
ENSG00000136449,Oran,Oran-A,A,17,18.9934,16.1809,1.1738160424,21.1,0.7586437583,0.631638
ENSG00000186868,Oran,Oran-A,A,17,6.65603,12.7887,0.5204618139,44.7,0.8608728448,0.635945
ENSG00000120071,Oran,Oran-A,A,17,2.02093,4.0821,0.4950711644,109,0.5706382979,0.51085
ENSG00000006062,Oran,Oran-A,A,17,10.5811,13.3231,0.7941920424,30.7,0.2288411458,0.692389
ENSG00000180336,Oran,Oran-A,A,17,14.3583,12.7201,1.1287882957,10.3,0.5288841808,0.283537
ENSG00000188554,Oran,Oran-A,A,17,27.8116,25.5576,1.0881929446,344,0.3098335068,0.480682
ENSG00000108797,Oran,Oran-A,A,17,5.01676,20.2162,0.2481554397,62.6,0.7263372957,0.685199
ENSG00000141699,Oran,Oran-A,A,17,2.02555,5.93002,0.3415755765,72.6,0.3299415888,0.618844
ENSG00000187595,Oran,Oran-A,A,17,4.06804,2.01882,2.0150583014,10.4,0.8833387306,0.703349
ENSG00000204815,Oran,Oran-A,A,17,5.82048,11.281,0.5159542594,4.99,0.7117007465,0.608618
ENSG00000178502,Oran,Oran-A,A,17,1.00323,10.2849,0.0975439722,39.1,0.6279538131,0.508475
ENSG00000141756,Oran,Oran-A,A,17,2.02771,8.39261,0.2416066039,85.5,0.5764046823,0.778731
ENSG00000131747,Oran,Oran-A,A,17,7.70715,12.4878,0.6171743622,4.34,0.6608431208,0.360832
ENSG00000108349,Oran,Oran-A,A,17,9.18725,12.7929,0.7181522563,213,0.3105306799,0.462197
ENSG00000141736,Oran,Oran-A,A,17,27.0891,22.4335,1.2075289188,131,0.801905703,0.728445
ENSG00000161395,Oran,Oran-A,A,17,1.00846,7.95102,0.1268340414,81.8,0.6440023753,0.79375
ENSG00000131748,Oran,Oran-A,A,17,5.38027,9.3363,0.5762743271,292,0.3768250689,0.748804
ENSG00000125686,Oran,Oran-A,A,17,34.2042,51.2125,0.6678877227,28.8,0.2297374429,0.436548
ENSG00000204952,Oran,Oran-A,A,17,5.06252,7.22863,0.7003429419,1.1,0.6196461825,0.402655
ENSG00000108296,Oran,Oran-A,A,17,5.02875,6.99656,0.7187460695,132,0.4065584416,0.625298
ENSG00000108292,Oran,Oran-A,A,17,1.08469,12.4788,0.0869226208,380,0.4753803042,0.733143
ENSG00000068097,Oran,Oran-A,A,17,9.1995,15.2218,0.6043634787,80.4,0.5435055866,0.478849
ENSG00000170836,Oran,Oran-A,A,17,6.1025,4.49032,1.3590345454,50,0.5947019868,0.506601
ENSG00000125695,Oran,Oran-A,A,17,3.05935,6.93828,0.4409378117,145,0.3558266932,0.65035
ENSG00000007312,Oran,Oran-A,A,17,6.18242,6.04374,1.0229460566,9.25,0.8130543933,0.782222
ENSG00000178607,Oran,Oran-A,A,17,3.1747,29.5116,0.1075746486,24.5,0.6324887387,0.695469
ENSG00000136478,Oran,Oran-A,A,17,6.37888,16.8609,0.3783238143,150,0.4206913828,0.540564
ENSG00000136480,Oran,Oran-A,A,17,2.18221,2.212,0.9865325497,41.4,0.2084134615,0.479424
ENSG00000141325,Oran,Oran-A,A,17,4.75483,5.89759,0.8062327154,112,0.4072580645,0.371779
ENSG00000120063,Oran,Oran-A,A,17,1.02152,4.24003,0.2409228237,68.3,0.5342291095,0.483108
ENSG00000108370,Oran,Oran-A,A,17,2.43283,15.031,0.1618541681,7.56,0.7864583333,0.687964
ENSG00000154229,Oran,Oran-A,A,17,1.01393,17.253,0.0587683301,46.9,0.7702908587,0.561224
ENSG00000198265,Oran,Oran-A,A,17,1.75671,9.47071,0.1854887332,36.2,0.3851468048,0.410504
ENSG00000154265,Oran,Oran-A,A,17,15.11,15.4488,0.9780694941,80.7,0.3570083682,0.30191
ENSG00000166685,Oran,Oran-A,A,17,5.02789,18.0355,0.2787774112,172,0.4093309859,0.62449
ENSG00000179604,Oran,Oran-A,A,17,5.20297,5.11638,1.0169240752,133,0.5397749511,0.816901
ENSG00000069188,Oran,Oran-A,A,17,6.22568,35.7858,0.1739706811,5.05,0.8834826276,0.807544
ENSG00000109066,Oran,Oran-A,A,17,5.02116,14.3986,0.3487255705,42.2,0.3685376662,0.820565
ENSG00000161513,Oran,Oran-A,A,17,6.13375,8.4174,0.7286988856,59.8,0.4901422764,0.736308
ENSG00000167861,Oran,Oran-A,A,17,7.10594,18.4461,0.3852272296,169,0.7107989064,0.828534
ENSG00000180901,Oran,Oran-A,A,17,1.82578,9.52692,0.191644309,247,0.7257543103,0.62
ENSG00000125449,Oran,Oran-A,A,17,2.81065,7.18157,0.3913698537,27.6,0.6578775268,0.824121
ENSG00000125454,Oran,Oran-A,A,17,1.42577,6.15689,0.2315730832,59.4,0.2921648836,0.709924
ENSG00000182173,Oran,Oran-A,A,17,9.31355,10.5238,0.8849987647,136,0.5106997972,0.769231
